ph,turbidity,dissolved_oxygen,temperature,rainfall,humidity,population_density,sanitation_index,bacterial_count,ecoli_count,chlorine_level,water_source,region_type,season,previous_cases,disease_risk,waterborne_disease
7.1,4.07,8.83,23.68,8.39,47.6,252.0,86.69,105.0,3.0,1.486,Lake,Semi-Urban,Winter,3,Low,Safe for Consumption
8.17,8.24,4.71,32.18,186.75,61.64,187.0,57.62,209.0,66.0,0.775,River,Semi-Urban,Summer,14,Medium,Typhoid
6.92,3.12,8.21,21.24,37.94,42.73,289.0,76.3,80.0,10.0,1.269,Lake,Urban,Spring,4,Low,Safe for Consumption
8.15,39.1,3.47,39.74,411.92,72.59,2731.0,20.52,2147.0,148.0,0.25,River,Coastal,Summer,56,High,Cryptosporidiosis
7.58,15.52,4.59,22.33,68.21,57.14,886.0,58.38,273.0,76.0,0.743,Lake,Rural,Summer,13,Medium,Diarrhea
6.19,123.35,4.22,36.84,229.31,91.11,1426.0,19.42,2107.0,128.0,0.363,Pond,Rural,Summer,51,High,Hepatitis E
5.74,50.95,2.55,40.03,345.71,69.45,2343.0,49.47,1471.0,202.0,0.0,Well,Rural,Monsoon,46,High,Cholera
7.68,7.49,8.48,20.37,40.62,41.95,301.0,73.98,234.0,4.0,1.656,Tap,Urban,Spring,5,Low,No Disease - Water is Safe
7.4,9.88,10.0,21.88,124.2,52.42,644.0,66.18,271.0,1.0,1.732,Tap,Urban,Spring,2,Low,No Disease - Water is Safe
7.06,1.3,7.89,18.69,29.3,56.83,1607.0,73.9,17.0,13.0,1.504,Groundwater,Semi-Urban,Spring,3,Low,Safe for Consumption
5.72,37.03,3.91,32.62,153.62,88.91,2734.0,34.21,1266.0,273.0,0.189,River,Rural,Summer,41,High,Cholera
7.38,1.01,7.83,23.06,18.39,53.26,513.0,78.37,30.0,6.0,2.146,Tap,Urban,Winter,1,Low,No Disease - Water is Safe
5.83,10.89,6.39,30.7,186.75,57.45,859.0,46.62,381.0,46.0,0.761,Lake,Rural,Summer,20,Medium,Typhoid
7.44,0.68,8.44,31.42,80.33,48.06,1001.0,89.2,51.0,9.0,1.478,Tap,Semi-Urban,Winter,0,Low,Safe for Consumption
7.5,2.01,8.98,22.82,2.29,60.39,1102.0,80.72,95.0,20.0,1.443,Groundwater,Urban,Winter,3,Low,No Disease - Water is Safe
6.52,8.91,4.63,25.93,109.61,63.85,324.0,36.81,412.0,40.0,0.926,River,Coastal,Summer,21,Medium,Diarrhea
7.79,0.5,7.99,24.19,81.22,50.71,508.0,90.74,15.0,5.0,1.082,Groundwater,Urban,Spring,3,Low,Safe for Consumption
7.32,1.72,10.03,21.33,47.64,64.53,451.0,68.55,65.0,1.0,1.037,Tap,Urban,Spring,4,Low,Safe for Consumption
7.11,0.34,8.03,18.29,41.54,62.64,983.0,58.57,43.0,6.0,1.907,Tap,Semi-Urban,Winter,2,Low,Safe for Consumption
5.01,21.69,2.93,34.97,616.27,74.97,17873.0,25.98,1377.0,136.0,0.18,River,Hilly,Monsoon,49,High,Cholera
6.42,8.48,7.01,27.22,104.58,55.66,939.0,64.33,243.0,54.0,0.778,River,Rural,Spring,17,Medium,Hepatitis A
7.79,0.04,7.91,19.23,4.98,71.61,107.0,95.35,34.0,1.0,1.166,Tap,Urban,Winter,4,Low,No Disease - Water is Safe
5.66,28.68,3.0,30.96,254.03,87.16,3005.0,41.65,1383.0,128.0,0.23,Pond,Rural,Monsoon,54,High,Cholera
9.05,52.83,2.98,31.49,407.3,79.06,3714.0,33.5,1296.0,158.0,0.155,Pond,Rural,Monsoon,45,High,Cryptosporidiosis
6.47,13.88,5.76,25.96,97.93,84.88,267.0,42.01,612.0,59.0,0.902,River,Rural,Spring,21,Medium,Hepatitis A
5.5,50.69,3.17,34.94,290.6,88.68,1363.0,30.35,1672.0,186.0,0.11,River,Rural,Summer,45,High,E. coli Infection
7.36,1.63,8.25,27.04,3.68,66.08,50.0,79.18,38.0,9.0,1.559,Tap,Semi-Urban,Winter,4,Low,Safe for Consumption
7.1,12.17,7.2,28.34,120.52,62.19,166.0,44.34,243.0,48.0,0.685,River,Rural,Spring,13,Medium,Giardiasis
7.1,0.54,7.06,21.52,12.91,57.18,197.0,82.68,6.0,1.0,1.231,Groundwater,Urban,Spring,4,Low,No Disease - Water is Safe
7.01,4.37,8.84,21.97,19.98,55.18,1670.0,79.74,3.0,22.0,1.601,Tap,Urban,Spring,0,Low,No Disease - Water is Safe
7.54,2.04,10.29,19.68,19.22,69.6,1150.0,75.15,1.0,2.0,1.341,Groundwater,Semi-Urban,Spring,3,Low,No Disease - Water is Safe
7.36,0.18,8.4,22.82,13.98,45.24,50.0,74.41,191.0,3.0,1.905,Lake,Urban,Spring,2,Low,No Disease - Water is Safe
8.97,80.72,5.69,30.96,639.51,85.75,5085.0,46.35,2176.0,70.0,0.235,River,Coastal,Monsoon,57,High,E. coli Infection
7.14,14.57,6.35,29.3,152.28,69.4,50.0,40.09,83.0,34.0,0.829,Lake,Rural,Spring,20,Medium,Giardiasis
6.91,3.06,5.69,27.92,156.91,59.83,1475.0,54.04,225.0,45.0,0.638,Lake,Coastal,Spring,15,Medium,Diarrhea
6.95,0.11,8.4,25.21,12.64,50.05,324.0,83.05,138.0,31.0,2.013,Lake,Urban,Winter,0,Low,No Disease - Water is Safe
7.02,3.75,7.87,24.58,15.45,55.44,144.0,80.18,5.0,3.0,1.634,Groundwater,Urban,Spring,1,Low,No Disease - Water is Safe
6.23,26.53,6.01,34.64,160.35,78.03,5140.0,28.71,1460.0,126.0,0.291,Pond,Hilly,Monsoon,43,High,E. coli Infection
7.3,20.5,6.14,29.68,107.33,80.49,2079.0,46.0,478.0,45.0,0.734,Lake,Semi-Urban,Spring,16,Medium,Giardiasis
6.78,2.59,7.93,23.21,30.22,42.58,760.0,83.02,39.0,3.0,0.963,Groundwater,Urban,Winter,4,Low,Safe for Consumption
7.87,14.57,7.14,26.45,237.01,72.42,2036.0,50.19,314.0,39.0,0.436,Lake,Rural,Spring,14,Medium,Typhoid
7.11,13.84,5.79,29.79,133.4,73.08,2237.0,65.66,455.0,42.0,1.023,Well,Rural,Spring,25,Medium,Hepatitis A
6.44,12.94,5.12,19.19,157.43,80.01,1190.0,41.73,246.0,27.0,0.746,Well,Coastal,Summer,18,Medium,Hepatitis A
7.11,7.49,4.79,24.44,220.84,83.56,1879.0,55.03,471.0,50.0,0.764,Well,Semi-Urban,Spring,12,Medium,Hepatitis A
7.3,4.65,7.27,25.23,52.19,88.18,226.0,89.38,168.0,15.0,1.07,Lake,Semi-Urban,Spring,2,Low,No Disease - Water is Safe
6.74,0.39,9.86,22.25,64.13,38.97,467.0,63.3,19.0,3.0,1.934,Tap,Semi-Urban,Spring,4,Low,No Disease - Water is Safe
7.43,1.13,9.0,18.65,11.06,54.91,50.0,88.16,74.0,6.0,1.815,Tap,Urban,Winter,6,Low,Safe for Consumption
6.74,18.25,5.48,26.62,132.29,78.09,3611.0,72.38,473.0,52.0,0.701,Well,Rural,Spring,13,Medium,Typhoid
7.01,3.88,7.59,17.79,9.23,62.44,70.0,78.95,31.0,7.0,1.859,Tap,Semi-Urban,Spring,4,Low,No Disease - Water is Safe
9.66,66.23,4.57,36.48,717.08,83.96,6187.0,41.01,1417.0,173.0,0.175,Pond,Rural,Monsoon,56,High,E. coli Infection
7.74,1.16,10.3,17.79,33.63,78.09,845.0,63.92,70.0,8.0,1.589,Groundwater,Semi-Urban,Winter,4,Low,Safe for Consumption
9.29,77.14,4.9,34.82,599.53,65.17,4318.0,30.88,1728.0,194.0,0.091,Pond,Coastal,Summer,55,High,E. coli Infection
6.35,8.98,6.01,23.14,135.91,57.58,132.0,62.77,317.0,44.0,0.379,Lake,Coastal,Summer,12,Medium,Diarrhea
9.03,73.09,2.37,36.34,180.01,80.09,5498.0,18.96,1435.0,244.0,0.162,River,Coastal,Monsoon,53,High,Hepatitis E
6.84,1.83,7.93,24.19,45.64,58.71,322.0,79.58,84.0,8.0,2.192,Tap,Semi-Urban,Spring,5,Low,Safe for Consumption
9.62,91.86,3.46,35.67,171.3,82.5,4518.0,30.61,850.0,163.0,0.182,Pond,Rural,Summer,39,High,E. coli Infection
6.52,1.75,8.72,20.62,70.28,59.64,354.0,80.63,3.0,19.0,1.718,Tap,Semi-Urban,Spring,5,Low,No Disease - Water is Safe
9.19,108.8,2.89,31.09,670.78,72.18,1110.0,32.83,1648.0,156.0,0.127,Pond,Hilly,Monsoon,52,High,E. coli Infection
5.39,26.91,2.27,31.96,238.24,73.41,13772.0,36.01,1118.0,186.0,0.274,River,Rural,Monsoon,49,High,Dysentery
7.39,2.0,8.65,20.05,95.48,73.51,107.0,78.11,7.0,1.0,1.273,Lake,Semi-Urban,Winter,1,Low,No Disease - Water is Safe
7.65,2.19,8.78,18.65,31.92,55.61,464.0,73.84,13.0,1.0,2.152,Tap,Urban,Winter,4,Low,No Disease - Water is Safe
5.18,23.99,3.08,33.89,594.81,82.98,1270.0,27.22,1342.0,181.0,0.229,River,Rural,Monsoon,60,High,Dysentery
6.37,14.22,6.65,26.22,170.76,73.86,296.0,42.08,391.0,54.0,0.616,Lake,Semi-Urban,Summer,12,Medium,Giardiasis
6.75,9.49,5.28,21.61,90.86,73.38,2407.0,65.69,457.0,42.0,0.327,Lake,Coastal,Summer,13,Medium,Hepatitis A
5.36,25.11,3.94,35.4,469.86,89.72,4946.0,0.0,710.0,140.0,0.217,Pond,Hilly,Monsoon,59,High,Dysentery
8.63,45.75,3.25,36.38,405.59,79.51,3492.0,13.66,1164.0,136.0,0.221,Pond,Rural,Monsoon,55,High,Cholera
6.0,25.64,3.25,33.17,239.46,81.26,1939.0,31.35,666.0,130.0,0.007,River,Hilly,Summer,48,High,Hepatitis E
6.95,0.34,9.77,31.29,11.28,39.31,1646.0,76.24,13.0,6.0,1.076,Tap,Semi-Urban,Spring,2,Low,Safe for Consumption
7.08,3.67,7.84,21.06,135.79,56.91,164.0,73.82,81.0,6.0,1.053,Lake,Urban,Winter,3,Low,Safe for Consumption
7.43,1.14,8.04,20.29,10.27,62.2,53.0,63.31,38.0,5.0,1.435,Tap,Urban,Spring,1,Low,Safe for Consumption
6.15,12.15,6.69,24.75,158.66,92.07,2270.0,51.53,343.0,22.0,0.347,Lake,Semi-Urban,Summer,19,Medium,Hepatitis A
9.25,31.08,2.31,30.34,646.12,91.03,9585.0,20.9,2207.0,207.0,0.145,Well,Hilly,Monsoon,42,High,Hepatitis E
7.3,17.48,6.21,27.7,184.71,44.66,1508.0,58.4,325.0,51.0,0.625,River,Coastal,Summer,15,Medium,Typhoid
7.25,2.67,9.14,23.5,3.68,68.34,337.0,79.23,41.0,14.0,0.984,Lake,Semi-Urban,Spring,1,Low,No Disease - Water is Safe
6.01,7.94,5.22,35.74,144.47,63.18,2415.0,53.95,381.0,41.0,1.096,Lake,Semi-Urban,Summer,20,Medium,Typhoid
7.95,0.81,8.73,22.93,17.02,52.7,707.0,77.72,12.0,3.0,1.114,Tap,Semi-Urban,Spring,2,Low,No Disease - Water is Safe
6.34,6.82,6.99,30.67,139.43,82.26,244.0,70.61,351.0,34.0,0.418,Lake,Semi-Urban,Summer,13,Medium,Typhoid
8.45,12.73,5.94,32.17,224.58,88.22,227.0,47.01,329.0,28.0,0.554,River,Coastal,Spring,16,Medium,Giardiasis
9.08,87.17,4.93,35.86,413.62,80.31,9505.0,45.95,1073.0,166.0,0.019,Pond,Rural,Monsoon,51,High,E. coli Infection
9.11,200.0,3.13,30.62,330.59,72.02,3962.0,30.63,2095.0,59.0,0.0,Well,Hilly,Monsoon,51,High,Cryptosporidiosis
6.54,13.38,6.04,29.44,202.29,79.74,131.0,64.28,440.0,37.0,0.872,Lake,Semi-Urban,Spring,17,Medium,Giardiasis
7.64,12.84,7.9,25.05,165.9,73.71,138.0,53.49,324.0,58.0,0.702,Lake,Coastal,Summer,21,Medium,Typhoid
7.13,13.12,5.85,32.83,146.6,75.9,1088.0,52.23,392.0,52.0,0.209,River,Rural,Spring,16,Medium,Diarrhea
7.23,0.59,9.68,22.75,123.12,65.2,279.0,78.55,58.0,29.0,2.329,Tap,Urban,Spring,1,Low,No Disease - Water is Safe
5.4,75.54,3.34,32.19,164.84,84.8,11037.0,34.29,1807.0,124.0,0.018,Pond,Coastal,Monsoon,57,High,E. coli Infection
7.38,16.87,6.72,27.72,189.06,58.01,96.0,62.74,497.0,39.0,0.764,Well,Semi-Urban,Summer,15,Medium,Hepatitis A
9.83,50.47,3.75,30.34,477.06,67.92,1780.0,23.61,674.0,207.0,0.079,Well,Hilly,Monsoon,47,High,Cryptosporidiosis
6.94,0.38,8.63,20.02,42.09,62.04,335.0,87.96,105.0,8.0,1.296,Lake,Urban,Spring,2,Low,No Disease - Water is Safe
4.68,34.68,4.49,33.38,526.05,81.77,6899.0,26.58,1570.0,113.0,0.158,Well,Hilly,Summer,45,High,E. coli Infection
7.49,14.94,6.21,24.06,125.97,66.42,633.0,53.6,465.0,35.0,0.724,Well,Semi-Urban,Summer,21,Medium,Typhoid
7.6,13.24,5.49,28.17,201.71,57.01,1828.0,55.81,374.0,32.0,0.536,River,Semi-Urban,Summer,19,Medium,Giardiasis
7.4,0.83,8.2,20.3,17.32,60.97,128.0,85.85,82.0,4.0,1.346,Groundwater,Urban,Spring,5,Low,No Disease - Water is Safe
9.59,160.69,3.0,29.63,279.49,70.68,1493.0,37.29,1826.0,143.0,0.178,Pond,Rural,Summer,42,High,E. coli Infection
6.67,13.14,8.77,21.81,15.08,59.91,1094.0,87.85,179.0,9.0,1.839,Groundwater,Urban,Spring,3,Low,No Disease - Water is Safe
6.67,11.2,5.98,30.82,185.46,62.66,1512.0,76.64,279.0,51.0,0.859,Well,Semi-Urban,Summer,23,Medium,Diarrhea
7.61,1.05,9.22,22.28,4.04,61.9,50.0,85.4,95.0,3.0,1.638,Tap,Semi-Urban,Winter,2,Low,Safe for Consumption
6.94,13.59,6.76,35.95,123.22,43.07,886.0,46.38,273.0,59.0,0.697,River,Rural,Spring,22,Medium,Giardiasis
7.34,2.81,9.99,18.57,88.54,49.78,283.0,70.56,210.0,39.0,1.962,Lake,Semi-Urban,Spring,6,Low,Safe for Consumption
7.59,1.1,9.52,23.04,63.58,59.47,50.0,88.59,5.0,1.0,1.756,Groundwater,Urban,Winter,6,Low,Safe for Consumption
6.99,0.38,8.68,15.62,31.25,56.68,605.0,76.93,79.0,5.0,1.514,Lake,Urban,Spring,6,Low,No Disease - Water is Safe
7.2,12.35,5.83,26.09,122.99,51.42,3861.0,39.51,351.0,45.0,0.529,Well,Coastal,Summer,24,Medium,Typhoid
7.85,98.6,2.94,34.89,810.0,91.39,2200.0,40.95,1434.0,123.0,0.031,Well,Hilly,Monsoon,51,High,Hepatitis E
5.36,83.46,3.78,33.68,285.07,91.97,1859.0,23.91,1358.0,215.0,0.291,Pond,Coastal,Summer,44,High,Hepatitis E
7.1,14.21,6.89,26.15,162.08,63.62,1862.0,58.83,255.0,52.0,0.981,River,Coastal,Spring,17,Medium,Diarrhea
7.15,0.62,9.08,19.78,73.91,57.33,50.0,85.14,3.0,3.0,1.057,Groundwater,Semi-Urban,Winter,1,Low,No Disease - Water is Safe
6.93,0.38,6.32,21.25,13.68,54.82,276.0,81.1,18.0,11.0,1.45,Tap,Urban,Winter,3,Low,No Disease - Water is Safe
7.72,16.34,5.03,29.69,172.89,82.31,1143.0,48.92,533.0,61.0,0.733,Well,Coastal,Summer,13,Medium,Hepatitis A
6.82,17.35,4.77,22.03,155.53,63.27,997.0,67.74,354.0,43.0,0.541,Well,Rural,Spring,16,Medium,Giardiasis
5.89,21.09,3.95,33.28,194.22,77.37,9319.0,35.42,982.0,118.0,0.028,River,Rural,Monsoon,66,High,Cryptosporidiosis
4.71,46.71,3.11,34.2,286.1,78.56,7127.0,35.5,1532.0,155.0,0.008,Pond,Rural,Summer,56,High,Dysentery
9.12,34.65,3.99,28.65,264.74,73.6,2888.0,32.5,1026.0,157.0,0.258,Pond,Rural,Monsoon,62,High,Cholera
4.97,100.96,3.32,32.99,193.55,73.25,3540.0,41.8,1580.0,73.0,0.11,Well,Coastal,Monsoon,50,High,Hepatitis E
9.01,25.53,3.67,32.5,207.04,81.3,2493.0,8.08,1014.0,198.0,0.306,Pond,Coastal,Monsoon,52,High,E. coli Infection
7.65,3.29,9.59,24.24,13.56,46.81,547.0,83.97,27.0,8.0,1.286,Lake,Urban,Winter,1,Low,Safe for Consumption
6.86,3.91,6.61,29.47,78.32,43.17,492.0,74.48,105.0,16.0,1.429,Tap,Semi-Urban,Winter,7,Low,Safe for Consumption
9.06,58.84,4.35,39.99,216.34,68.82,6792.0,43.55,596.0,104.0,0.116,Pond,Coastal,Monsoon,43,High,Cryptosporidiosis
5.39,97.41,4.13,35.65,294.92,82.74,1819.0,51.8,1763.0,141.0,0.129,Well,Hilly,Summer,44,High,Hepatitis E
9.63,86.45,2.4,37.33,293.48,80.85,1778.0,29.68,2208.0,176.0,0.157,River,Hilly,Monsoon,51,High,Cholera
5.6,43.11,2.75,36.45,383.89,71.23,4295.0,30.58,1354.0,137.0,0.056,Pond,Hilly,Summer,56,High,Hepatitis E
7.98,13.33,7.65,28.64,87.45,65.15,2124.0,30.28,397.0,36.0,1.019,Lake,Semi-Urban,Spring,16,Medium,Typhoid
6.64,16.42,7.68,26.55,132.96,58.76,4103.0,71.74,336.0,81.0,0.576,Well,Coastal,Spring,23,Medium,Diarrhea
9.79,108.99,4.44,36.29,1000.0,81.42,3076.0,46.48,1402.0,206.0,0.157,Well,Hilly,Summer,43,High,E. coli Infection
5.8,36.4,5.21,33.7,1000.0,86.91,13486.0,32.18,1750.0,96.0,0.205,Well,Hilly,Monsoon,47,High,Cryptosporidiosis
7.64,0.79,7.85,24.46,27.67,51.95,261.0,85.4,44.0,17.0,1.404,Tap,Semi-Urban,Spring,3,Low,No Disease - Water is Safe
6.43,0.3,8.82,22.34,18.81,50.3,50.0,65.78,69.0,21.0,1.309,Tap,Semi-Urban,Spring,2,Low,Safe for Consumption
9.6,54.55,4.43,35.18,160.42,73.56,2414.0,33.15,1557.0,238.0,0.29,River,Rural,Summer,41,High,Cholera
7.26,9.52,5.99,21.53,169.31,59.47,2087.0,38.29,499.0,28.0,0.735,River,Semi-Urban,Summer,14,Medium,Hepatitis A
7.68,12.67,6.7,26.95,109.21,46.25,587.0,38.87,172.0,18.0,0.667,River,Coastal,Summer,16,Medium,Giardiasis
9.02,82.9,4.49,37.79,304.95,71.0,3081.0,20.83,1456.0,104.0,0.063,Pond,Hilly,Monsoon,49,High,Cholera
7.18,4.5,8.9,17.68,106.01,56.46,50.0,87.41,143.0,9.0,1.654,Tap,Urban,Winter,4,Low,Safe for Consumption
7.55,4.52,9.29,23.24,74.87,47.29,2505.0,80.5,99.0,1.0,1.753,Groundwater,Semi-Urban,Spring,3,Low,Safe for Consumption
7.01,0.18,7.52,19.72,80.56,55.33,160.0,88.25,84.0,6.0,1.533,Groundwater,Semi-Urban,Winter,4,Low,Safe for Consumption
7.58,13.18,6.23,23.61,177.43,51.45,608.0,59.54,485.0,43.0,0.682,Well,Coastal,Summer,17,Medium,Giardiasis
7.5,0.42,7.96,23.76,13.85,35.8,50.0,83.82,38.0,14.0,1.496,Tap,Urban,Winter,1,Low,Safe for Consumption
7.41,0.57,7.87,21.61,52.22,46.8,973.0,82.06,20.0,16.0,1.452,Tap,Urban,Winter,3,Low,Safe for Consumption
8.79,83.68,3.75,33.89,1000.0,71.75,5878.0,9.84,1743.0,208.0,0.198,Pond,Rural,Monsoon,47,High,Cholera
7.38,0.33,8.45,23.85,44.8,63.99,78.0,65.05,9.0,13.0,1.787,Lake,Urban,Spring,5,Low,No Disease - Water is Safe
5.65,22.23,2.96,35.06,485.3,81.63,3040.0,25.46,2734.0,209.0,0.0,Pond,Rural,Summer,48,High,E. coli Infection
5.32,85.0,4.18,38.75,475.05,75.07,1223.0,47.2,1267.0,157.0,0.217,Well,Rural,Monsoon,42,High,Hepatitis E
9.9,23.61,1.92,33.44,304.14,75.03,6797.0,11.78,1856.0,89.0,0.004,Well,Coastal,Monsoon,44,High,Dysentery
7.73,16.18,6.51,32.76,135.56,76.25,2710.0,68.41,556.0,51.0,0.628,River,Coastal,Summer,19,Medium,Typhoid
6.99,11.33,7.62,33.79,159.65,70.23,3513.0,54.79,374.0,35.0,0.659,Lake,Rural,Spring,15,Medium,Diarrhea
8.89,180.67,4.1,33.11,359.96,91.7,5747.0,32.82,1491.0,85.0,0.036,River,Coastal,Summer,48,High,Cryptosporidiosis
6.67,14.45,7.56,26.93,149.93,45.84,399.0,43.95,434.0,52.0,0.53,River,Semi-Urban,Summer,17,Medium,Diarrhea
7.59,4.86,8.59,16.08,163.33,61.81,476.0,81.47,71.0,18.0,1.332,Tap,Semi-Urban,Winter,5,Low,Safe for Consumption
7.4,1.9,6.12,22.22,13.12,68.32,653.0,75.0,83.0,1.0,1.809,Groundwater,Urban,Winter,7,Low,No Disease - Water is Safe
6.17,9.22,5.73,26.77,216.41,50.88,109.0,46.78,343.0,33.0,0.59,Well,Semi-Urban,Summer,19,Medium,Typhoid
7.41,7.72,9.62,20.76,15.86,49.97,50.0,74.07,7.0,7.0,1.362,Tap,Semi-Urban,Spring,1,Low,No Disease - Water is Safe
7.28,2.1,7.84,22.89,168.0,59.58,1932.0,85.94,60.0,2.0,1.229,Groundwater,Urban,Spring,1,Low,No Disease - Water is Safe
6.92,14.77,5.69,24.53,172.41,20.0,1894.0,50.43,210.0,59.0,0.759,Lake,Semi-Urban,Summer,22,Medium,Typhoid
9.2,39.85,3.89,31.82,1000.0,85.91,4481.0,27.99,1603.0,159.0,0.24,River,Rural,Monsoon,51,High,Dysentery
7.17,0.55,8.31,15.48,48.09,51.21,500.0,91.93,1.0,16.0,1.384,Tap,Semi-Urban,Winter,0,Low,Safe for Consumption
6.76,10.3,7.97,26.94,125.78,65.23,1770.0,57.86,455.0,54.0,0.725,River,Rural,Spring,16,Medium,Hepatitis A
6.96,5.84,7.72,25.06,11.37,46.44,50.0,92.05,5.0,2.0,1.271,Lake,Urban,Winter,2,Low,Safe for Consumption
6.94,10.21,6.17,30.99,172.43,90.26,2238.0,69.91,345.0,42.0,0.807,River,Rural,Summer,17,Medium,Giardiasis
6.84,5.75,8.01,18.12,41.7,64.47,1151.0,81.32,252.0,9.0,1.497,Tap,Urban,Spring,7,Low,Safe for Consumption
9.4,85.69,4.3,34.58,341.24,76.31,6302.0,25.67,1931.0,167.0,0.219,Pond,Rural,Monsoon,51,High,E. coli Infection
7.0,0.61,9.45,22.44,0.28,56.16,2193.0,73.06,48.0,1.0,1.45,Tap,Semi-Urban,Spring,3,Low,Safe for Consumption
8.8,38.58,3.83,34.43,151.23,87.79,7352.0,42.29,776.0,149.0,0.211,Pond,Hilly,Monsoon,49,High,E. coli Infection
5.46,149.37,4.29,36.15,267.83,76.41,2106.0,36.44,2281.0,180.0,0.184,River,Coastal,Summer,56,High,Hepatitis E
5.13,42.12,1.85,33.43,331.12,79.37,5821.0,16.5,987.0,131.0,0.201,River,Hilly,Monsoon,66,High,Cholera
7.57,8.63,5.02,26.58,168.45,68.88,76.0,70.71,488.0,38.0,0.885,River,Rural,Summer,20,Medium,Giardiasis
5.8,33.64,3.39,28.2,291.25,77.75,3029.0,28.42,1268.0,191.0,0.017,Pond,Hilly,Summer,40,High,E. coli Infection
8.09,2.82,7.3,22.93,5.8,41.73,186.0,79.75,15.0,1.0,1.404,Groundwater,Urban,Spring,1,Low,No Disease - Water is Safe
6.74,11.83,6.75,28.01,112.36,67.73,1328.0,74.61,351.0,2.0,0.757,Well,Semi-Urban,Spring,16,Medium,Giardiasis
5.64,49.43,3.45,33.51,1000.0,76.05,2741.0,33.17,1718.0,198.0,0.203,River,Coastal,Monsoon,46,High,Cholera
6.25,15.87,6.97,33.09,150.56,67.24,681.0,37.03,368.0,58.0,0.601,River,Semi-Urban,Summer,10,Medium,Diarrhea
7.72,2.42,9.23,18.13,91.93,56.64,238.0,79.9,24.0,18.0,1.516,Groundwater,Semi-Urban,Spring,6,Low,No Disease - Water is Safe
7.54,2.03,9.72,22.19,54.43,61.37,806.0,88.01,2.0,4.0,1.521,Lake,Semi-Urban,Winter,1,Low,Safe for Consumption
7.63,12.94,6.93,32.15,95.35,79.82,50.0,41.42,580.0,23.0,0.572,Well,Semi-Urban,Summer,13,Medium,Diarrhea
7.2,17.37,5.71,32.52,123.43,76.34,594.0,75.34,300.0,37.0,0.773,Lake,Coastal,Spring,10,Medium,Typhoid
6.08,14.26,7.0,21.94,167.11,60.61,662.0,52.11,404.0,24.0,1.072,Lake,Semi-Urban,Summer,16,Medium,Hepatitis A
7.64,14.35,5.04,25.54,154.2,74.2,178.0,41.63,192.0,30.0,0.651,Lake,Semi-Urban,Summer,19,Medium,Diarrhea
7.0,1.33,8.94,19.01,30.25,65.14,114.0,68.92,91.0,2.0,1.471,Tap,Urban,Winter,2,Low,No Disease - Water is Safe
6.98,19.63,6.81,24.25,227.19,76.86,1168.0,68.48,457.0,52.0,0.451,River,Coastal,Spring,20,Medium,Giardiasis
9.64,76.87,3.32,36.75,167.5,80.28,1817.0,31.56,979.0,46.0,0.333,Pond,Rural,Summer,52,High,E. coli Infection
7.08,16.53,7.12,38.16,122.34,68.05,83.0,64.46,398.0,52.0,1.126,River,Rural,Summer,19,Medium,Diarrhea
8.51,75.0,4.99,37.45,593.15,76.22,2460.0,42.23,1774.0,146.0,0.359,Pond,Rural,Monsoon,49,High,Cholera
5.32,36.71,3.18,30.04,682.26,73.0,5914.0,20.7,1926.0,200.0,0.418,Pond,Rural,Summer,60,High,Hepatitis E
8.47,29.58,3.85,30.15,371.72,81.66,16969.0,41.62,1444.0,109.0,0.119,Pond,Rural,Monsoon,59,High,Cryptosporidiosis
5.87,42.19,2.33,36.93,597.27,91.15,10790.0,21.34,1579.0,100.0,0.241,Pond,Hilly,Monsoon,59,High,E. coli Infection
6.48,2.42,7.83,18.74,5.63,52.12,1550.0,66.77,42.0,1.0,1.386,Groundwater,Semi-Urban,Spring,3,Low,No Disease - Water is Safe
9.33,74.58,3.51,40.24,284.52,85.8,1903.0,9.64,1605.0,146.0,0.062,River,Rural,Monsoon,49,High,Cholera
7.21,15.18,5.42,30.09,125.37,74.92,3661.0,54.15,325.0,48.0,0.338,River,Semi-Urban,Summer,22,Medium,Diarrhea
7.05,5.61,8.73,23.28,47.11,45.79,900.0,74.49,98.0,4.0,1.524,Groundwater,Semi-Urban,Winter,6,Low,Safe for Consumption
7.33,0.51,9.13,21.98,61.84,68.43,90.0,92.27,34.0,2.0,1.53,Tap,Urban,Winter,3,Low,No Disease - Water is Safe
7.53,0.11,8.52,20.35,40.31,35.34,1404.0,79.04,31.0,3.0,1.52,Tap,Urban,Winter,4,Low,No Disease - Water is Safe
7.24,3.14,9.39,22.24,91.62,59.8,1711.0,70.57,14.0,1.0,1.573,Lake,Urban,Spring,5,Low,No Disease - Water is Safe
7.11,0.59,10.93,17.83,62.19,46.01,275.0,82.23,181.0,9.0,1.495,Tap,Urban,Winter,4,Low,No Disease - Water is Safe
5.22,61.15,3.35,32.81,356.31,81.45,1196.0,42.64,1752.0,118.0,0.0,River,Rural,Summer,48,High,Cholera
6.35,76.68,4.22,31.99,367.99,62.28,1816.0,41.19,1273.0,117.0,0.127,Pond,Hilly,Summer,53,High,Dysentery
7.16,0.88,8.26,21.5,14.07,55.81,194.0,67.33,11.0,2.0,1.596,Tap,Semi-Urban,Spring,2,Low,Safe for Consumption
5.35,26.0,3.3,26.37,348.3,93.55,3484.0,21.97,732.0,173.0,0.265,Pond,Coastal,Monsoon,45,High,Hepatitis E
